"Location Properties"
"Location Name = Fence Creek"
"Location ID = eedcb52e-0ba7-465c-8a88-f9905ba2800d"
""
"Report Properties"
"Start Time = 2023-06-14 10:12:20"
"Duration = 28.03:00:01"
"Readings = 4051"
"Time Offset = -04:00:00"
""
"Instrument Properties"
"Device Model = Aqua TROLL 600"
"Device SN = 1005044"
"Device Firmware = 2.32"
""
"Log Properties"
"Log Name = Log_2023-06-14_1005044_FC"
"Log Type = Linear"
"Log File Number = 3"
"Log ID = 069e0f5d-11ae-49ee-93c7-881554027ac3"
"Log Wrapping Enabled = True"
"Interval = 00:10:00"
""
""
"Date Time","Actual Conductivity (µS/cm) (1026748)","Specific Conductivity (µS/cm) (1026748)","Salinity (PSU) (1026748)","Resistivity (Ω⋅cm) (1026748)","Density (g/cm³) (1026748)","Total Dissolved Solids (ppt) (1026748)","RDO Concentration (mg/L) (1003326)","RDO Saturation (%Sat) (1003326)","Oxygen Partial Pressure (Torr) (1003326)","Chlorophyll-a Fluorescence (RFU) (1007122)","pH (pH) (982931)","pH mV (mV) (982931)","ORP (mV) (982931)","Temperature (°C) (1005044)","External Voltage (V) (1005044)","Battery Capacity (%) (1005044)","Barometric Pressure (mm Hg) (1005044)"
"2023-06-14 15:52:20","32770.72","34517.78","21.97715","30.51505","1.014265","22.43656","6.963216","91.70029","126.2556","0.02213985","7.358876","-20.58268","167.5479","22.35009","0.009","92","754.8497"
"2023-06-14 16:02:20","32617.02","34383.14","21.88175","30.65884","1.014203","22.34904","6.796303","89.38837","123.0806","0.0261819","7.358435","-20.55407","164.0765","22.31068","0.009","92","754.8497"
"2023-06-14 16:12:20","31823.45","33543.79","21.29319","31.42337","1.013758","21.80347","6.505685","85.28062","117.4237","0.02540221","7.293892","-16.77036","139.5504","22.31484","0.009","92","754.8497"
"2023-06-14 16:22:20","34339.73","36577.16","23.41794","29.12079","1.015498","23.77515","6.178491","81.22581","111.9362","0.03049922","7.472013","-27.16541","128.2565","21.79737","0.009","92","754.8497"
"2023-06-14 16:32:20","39260.31","43155.45","28.08164","25.47102","1.019426","28.05104","7.202096","94.61347","130.6957","0.4124652","7.923271","-53.29847","116.593","20.27443","0","92","754.8497"
"2023-06-14 16:42:20","39548.39","43737.63","28.49224","25.28548","1.019811","28.42946","7.291817","95.51038","131.9912","0.7221962","7.954466","-55.06039","122.3938","19.98528","0.009","92","754.8497"
"2023-06-14 16:52:20","39551.73","44003.8","28.67394","25.28334","1.020021","28.60247","7.417625","96.75186","133.762","1.025292","7.973678","-56.12373","123.6264","19.70289","0","92","754.8497"
"2023-06-14 17:02:20","39569.71","44267.64","28.85453","25.27186","1.020223","28.77397","7.549542","98.10107","135.6779","0.7921168","7.976792","-56.25486","124.5324","19.44368","0","92","754.8497"
"2023-06-14 17:12:20","39512.06","44422.34","28.95686","25.30873","1.020358","28.87452","7.64814","99.01219","136.9829","0.8657137","7.977557","-56.25486","126.2371","19.21277","0","92","754.8497"
"2023-06-14 17:22:20","39475.87","44490.81","29.00153","25.33193","1.020421","28.91903","7.755693","100.2152","138.6696","0.9154998","7.979745","-56.35977","121.34","19.0985","0","92","754.8497"
"2023-06-14 17:32:20","39462.94","44590.77","29.06873","25.34023","1.020501","28.984","7.83726","101.0821","139.8923","0.6813398","7.980225","-56.36454","128.4043","18.97919","0","92","754.8497"
"2023-06-14 17:42:20","39384.1","44711.04","29.14612","25.39096","1.020613","29.06218","7.984745","102.6099","142.0495","0.4334991","7.98457","-56.57434","124.9115","18.76222","0","92","754.8497"
"2023-06-14 17:52:20","39323.64","44789.91","29.19627","25.43","1.020688","29.11345","8.106112","103.9009","143.8665","0.4320961","7.984131","-56.51951","128.9407","18.61034","0","92","754.8497"
"2023-06-14 18:02:20","39253.36","44842.29","29.22785","25.47552","1.020745","29.14749","8.206491","104.9364","145.3271","0.1702525","7.986934","-56.65541","128.1873","18.4746","0","92","754.8497"
"2023-06-14 18:12:20","39233.01","44881.92","29.25351","25.48874","1.02078","29.17325","8.295837","105.9654","146.7649","0.2655957","7.992878","-56.98681","135.049","18.41039","0","92","754.8497"
"2023-06-14 18:22:20","39181.84","44906.79","29.26744","25.52203","1.020811","29.18941","8.362329","106.6509","147.7312","0.1119435","7.996752","-57.19423","131.5562","18.32538","0","92","754.8497"
"2023-06-14 18:32:20","39132.19","44888.28","29.25212","25.55441","1.020809","29.17738","8.332052","106.1758","147.0809","0.1581825","8.0001","-57.3802","136.1338","18.28631","0","92","754.8497"
"2023-06-14 18:42:20","39110.83","44901.19","29.25963","25.56837","1.020824","29.18578","8.374248","106.641","147.7327","0.1828395","8.000807","-57.41358","134.7081","18.24828","0","92","754.8497"
"2023-06-14 18:52:20","39059.09","44886.37","29.24667","25.60224","1.020825","29.17614","8.366035","106.436","147.4577","0.2241417","8.001951","-57.4708","129.8181","18.20299","0","92","754.8497"
"2023-06-14 19:02:20","39014.43","44879.94","29.23977","25.63154","1.02083","29.17196","8.353828","106.1836","147.1169","0.2970197","8.002561","-57.49702","130.2425","18.15741","0","92","754.8497"
"2023-06-14 19:12:20","38998.24","44873.63","29.23458","25.64218","1.020829","29.16786","8.337101","105.9424","146.7852","0.1982028","8.003098","-57.52563","129.2531","18.14493","0","92","754.8497"
"2023-06-14 19:22:20","39036.19","44868.4","29.23324","25.61725","1.020817","29.16446","8.246261","104.8867","145.3128","0.237444","7.996948","-57.17993","129.5106","18.19451","0","92","754.8497"
"2023-06-14 19:32:20","39105.6","44852.88","29.22671","25.57178","1.020788","29.15438","8.108569","103.3221","143.1267","0.2760083","7.988086","-56.6864","124.9592","18.29129","0","92","754.8497"
"2023-06-14 19:42:20","39144.95","44853.42","29.2293","25.54608","1.020779","29.15472","8.071722","102.9432","142.5933","0.1573819","7.984553","-56.4909","128.3733","18.33667","0","92","754.8497"
"2023-06-14 19:52:20","39155","44845.34","29.22441","25.53952","1.020771","29.14947","8.066608","102.9141","142.5491","0.238493","7.982137","-56.355","125.0617","18.35664","0","92","754.8497"
"2023-06-14 20:02:20","39137.82","44835.36","29.21669","25.55073","1.020767","29.14298","8.057192","102.7699","142.3512","0.2804536","7.979779","-56.21672","125.9891","18.34676","0","92","754.8497"
"2023-06-14 20:12:20","39158.86","44841.91","29.2223","25.537","1.020767","29.14724","8.029499","102.4552","141.9118","0.3393265","7.981945","-56.34546","128.9455","18.36465","0","92","754.8497"
"2023-06-14 20:22:20","39150.87","44835.71","29.21766","25.54222","1.020765","29.14321","8.006292","102.1503","141.4902","0.3214358","7.978616","-56.15234","126.5637","18.36164","0","92","754.8497"
"2023-06-14 20:32:20","39170.83","44825.14","29.21165","25.5292","1.020752","29.13634","7.951416","101.5123","140.6","0.4893783","7.975329","-55.96876","125.5743","18.39573","0","92","754.8497"
"2023-06-14 20:42:20","39117.79","44841.13","29.21946","25.56382","1.020777","29.14673","7.973987","101.6536","140.8105","0.5503466","7.976537","-56.0236","123.8314","18.31749","0","92","754.8497"
"2023-06-14 20:52:20","39106.98","44838.73","29.21723","25.57088","1.020777","29.14518","7.949153","101.316","140.3447","0.6489735","7.976035","-55.9926","123.5501","18.30731","0","92","754.8497"
"2023-06-14 21:02:20","39023.24","44843.24","29.21551","25.62575","1.0208","29.14811","8.007608","101.8605","141.1184","0.6960747","7.978024","-56.08797","123.2282","18.20495","0","92","754.8497"
"2023-06-14 21:12:20","38993.49","44837.49","29.20992","25.64531","1.020803","29.14437","7.986257","101.5295","140.6652","0.4459542","7.977214","-56.03552","126.4612","18.17605","0","92","754.8497"
"2023-06-14 21:22:20","38972.98","44854.87","29.22047","25.6588","1.020821","29.15567","7.989015","101.4902","140.6185","0.6404736","7.976321","-55.97591","124.6015","18.13447","0","92","754.8497"
"2023-06-14 21:32:20","38936.67","44841.35","29.20926","25.68273","1.020819","29.14688","7.972265","101.2151","140.2426","0.3391913","7.97489","-55.8877","132.3907","18.1058","0","92","754.8497"
"2023-06-14 21:42:20","38948.2","44853.76","29.2183","25.67513","1.020826","29.15495","7.938819","100.7977","139.6641","0.7378949","7.972783","-55.76611","140.7544","18.10667","0","92","754.8497"
"2023-06-14 21:52:20","38941.34","44845.08","29.21204","25.67965","1.020821","29.1493","7.890038","100.176","138.8025","0.528056","7.967458","-55.45855","142.3875","18.10746","0","92","754.8497"
"2023-06-14 22:02:20","38920.13","44843.99","29.21008","25.69364","1.020825","29.1486","7.841352","99.51182","137.8866","0.7116017","7.962296","-55.15575","138.3821","18.08381","0","92","754.8497"
"2023-06-14 22:12:20","38943.91","44866.12","29.22638","25.67795","1.020836","29.16298","7.76892","98.6122","136.6391","0.5318182","7.955678","-54.77428","134.2217","18.08915","0","92","754.8497"
"2023-06-14 22:22:20","38940.93","44853.83","29.21792","25.67992","1.020828","29.15499","7.664168","97.29428","134.8113","0.3951022","7.941828","-53.97558","132.4145","18.09811","0","92","754.8497"
"2023-06-14 22:32:20","38938.83","44852.02","29.21658","25.68131","1.020827","29.15381","7.563067","96.00902","133.0306","0.2766712","7.931599","-53.3843","130.8958","18.0975","0","92","754.8497"
"2023-06-14 22:42:20","38930.37","44852.7","29.21655","25.68689","1.020829","29.15425","7.456476","94.63673","131.131","0.1954845","7.917687","-52.57845","125.4956","18.08694","0","92","754.8497"
"2023-06-14 22:52:20","38918.14","44853.66","29.21648","25.69496","1.020833","29.15488","7.27617","92.32137","127.9253","0.1030809","7.889513","-50.94767","124.0484","18.07169","0","92","754.8497"
"2023-06-14 23:02:20","38912.89","44865.51","29.22417","25.69843","1.020843","29.16258","7.072756","89.71336","124.3145","0.04232791","7.865636","-49.56484","122.0934","18.05356","0","92","754.8497"
"2023-06-14 23:12:20","38884.48","44855.62","29.21585","25.7172","1.020842","29.15615","6.883474","87.26936","120.9316","0.04921865","7.832321","-47.63603","119.3396","18.03041","0","92","754.8497"
"2023-06-14 23:22:20","38840.88","44826","29.19335","25.74607","1.02083","29.1369","6.781702","85.93298","119.083","2.228291","7.814387","-46.59653","122.3819","18.00949","0","92","754.8497"
"2023-06-14 23:32:20","38805.72","44822.17","29.18871","25.7694","1.020835","29.13441","6.566672","83.14661","115.2274","1.194877","7.773423","-44.22426","118.9725","17.97229","0","92","754.8497"
"2023-06-14 23:42:20","38796.95","44826.98","29.19143","25.77522","1.020841","29.13754","6.425629","81.33849","112.7239","0.04222636","7.753155","-43.05124","115.1077","17.95718","0","92","754.8497"
"2023-06-14 23:52:20","38754.76","44800.26","29.17096","25.80328","1.020831","29.12017","6.258614","79.18082","109.7369","0.04416732","7.720313","-41.15105","110.3322","17.9349","0","92","754.8497"
"2023-06-15 00:02:20","38699.06","44753.11","29.13595","25.84042","1.020808","29.08953","6.041265","76.38923","105.8704","0.0422411","7.667351","-38.08975","108.5035","17.91745","0","92","754.8497"
"2023-06-15 00:12:20","38585.15","44582.01","29.0141","25.91671","1.020705","28.97831","5.875811","74.29984","102.9693","0.04488292","7.644847","-36.79514","106.713","17.95743","0","92","754.8497"
"2023-06-15 00:22:20","38367.93","44284.51","28.80127","26.06343","1.020532","28.78493","5.71411","72.22883","100.0929","0.03510591","7.589278","-33.59079","101.5894","18.00504","0","92","754.8497"
"2023-06-15 00:32:20","37960.63","43737.68","28.4101","26.34308","1.020214","28.42949","5.609952","70.85413","98.17753","0.03458219","7.552978","-31.50225","100.8121","18.08461","0","92","754.8497"
"2023-06-15 00:42:20","37525.6","43172.98","28.00606","26.64848","1.01989","28.06244","5.511102","69.52621","96.32899","0.03744991","7.50616","-28.80335","97.75798","18.1514","0","92","754.8497"
"2023-06-15 00:52:20","36938.33","42427.95","27.47338","27.07215","1.019466","27.57817","5.406499","68.08637","94.32473","0.03877699","7.467516","-26.57652","100.042","18.22582","0","92","754.8497"
"2023-06-15 01:02:20","36405.68","41752.45","26.99154","27.46824","1.019082","27.13909","5.293933","66.56542","92.2091","0.03859745","7.432487","-24.55711","101.0386","18.29535","0","92","754.8497"
"2023-06-15 01:12:20","35783.83","40963.18","26.42996","27.94558","1.018634","26.62607","5.169121","64.88334","89.86878","0.04306714","7.390447","-22.1324","101.668","18.38015","0","92","754.8497"
"2023-06-15 01:22:20","35294.64","40348.78","25.99356","28.33291","1.018287","26.22671","5.093488","63.84301","88.42049","0.0394223","7.361851","-20.48254","102.2879","18.44182","0","92","754.8497"
"2023-06-15 01:32:20","34991.37","39962.32","25.71977","28.57847","1.018068","25.97551","5.00124","62.63891","86.74753","0.03858231","7.340371","-19.24276","101.6275","18.48739","0","92","754.8497"
"2023-06-15 01:42:20","34656.23","39557.16","25.43221","28.85484","1.017842","25.71215","4.942491","61.82757","85.6209","0.04073694","7.315047","-17.77887","100.2542","18.51337","0","92","754.8497"
"2023-06-15 01:52:20","34540.88","39426.22","25.33901","28.9512","1.017772","25.62704","4.867112","60.84967","84.26675","0.04423964","7.301865","-17.01593","100.1779","18.51252","0","92","754.8497"
"2023-06-15 02:02:20","34364.34","39234.28","25.20207","29.09993","1.01767","25.50228","4.791725","59.84541","82.87729","0.0385993","7.283542","-15.95497","102.6408","18.50133","0","92","754.8497"
"2023-06-15 02:12:20","34266.06","39137.69","25.13271","29.18339","1.017621","25.4395","4.72532","58.97077","81.66807","0.04294515","7.271735","-15.27071","103.9092","18.48303","0","92","754.8497"
"2023-06-15 02:22:20","34140.5","39014.59","25.04433","29.29073","1.01756","25.35949","4.625769","57.67161","79.87141","0.04383892","7.257294","-14.43386","112.7235","18.45916","0","92","754.8497"
"2023-06-15 02:32:20","34012.55","38895","24.9582","29.40092","1.017501","25.28175","4.575795","56.9847","78.92347","0.04089653","7.243433","-13.63039","97.49095","18.42779","0","92","754.8497"
"2023-06-15 02:42:20","33847.25","38729.29","24.83953","29.54449","1.017417","25.17404","4.50131","55.98761","77.54536","0.04310456","7.224909","-12.55751","98.4184","18.40025","0","92","754.8497"
"2023-06-15 02:52:20","33758.72","38646","24.77964","29.62198","1.017377","25.1199","4.442617","55.21518","76.47771","0.04374273","7.2166","-12.0759","96.72086","18.37891","0","92","754.8497"
"2023-06-15 03:02:20","33668.7","38569.47","24.72416","29.70117","1.017342","25.07016","4.384099","54.43679","75.40276","0.04573743","7.207636","-11.55615","98.23958","18.34747","0","92","754.8497"
"2023-06-15 03:12:20","33511.51","38416.17","24.61428","29.84049","1.017266","24.97051","4.325713","53.64356","74.3072","0.04409383","7.197929","-10.99348","98.55429","18.31562","0","92","754.8497"
"2023-06-15 03:22:20","33351.33","38255.62","24.49952","29.98381","1.017184","24.86615","4.291326","53.15228","73.6294","0.04412998","7.185042","-10.24723","96.06044","18.28807","0","92","754.8497"
"2023-06-15 03:32:20","33227.84","38139.34","24.41605","30.09525","1.017128","24.79057","4.212086","52.11424","72.19438","0.04827174","7.175907","-9.717941","95.43816","18.25771","0","92","754.8497"
"2023-06-15 03:42:20","33058.02","37962.96","24.29042","30.24985","1.017037","24.67592","4.137504","51.13103","70.83442","0.04378775","7.162972","-8.969307","97.21199","18.23543","0","92","754.8497"
"2023-06-15 03:52:20","32891.73","37794.75","24.17046","30.40278","1.016952","24.56659","4.087018","50.44406","69.8853","0.04508336","7.151769","-8.320808","97.9964","18.20798","0","92","754.8497"
"2023-06-15 04:02:20","32671.6","37570.7","24.01086","30.60762","1.016839","24.42095","3.984674","49.10058","68.02721","0.04939725","7.13999","-7.638931","102.9984","18.17294","0.009","92","754.8497"
"2023-06-15 04:12:20","32534.11","37437.58","23.91575","30.73697","1.016773","24.33443","3.88761","47.84905","66.29593","0.04723353","7.129774","-7.047653","104.7389","18.14256","0","92","754.8497"
"2023-06-15 04:22:20","32279.57","37191.51","23.74004","30.97935","1.016653","24.17448","3.830323","47.04207","65.18279","0.04729491","7.120763","-6.525517","102.6551","18.08526","0","92","754.8497"
"2023-06-15 04:32:20","32132.01","37058.97","23.64491","31.12161","1.016591","24.08833","3.826942","46.93188","65.03406","0.04620667","7.118057","-6.36816","99.5938","18.03931","0","92","754.8497"
"2023-06-15 04:42:20","31899.51","36822.16","23.4767","31.34844","1.016471","23.93441","3.791577","46.41642","64.32304","0.2475988","7.107012","-5.729198","100.1994","18.00067","0","92","754.8497"
"2023-06-15 04:52:20","32077.78","37038.74","23.62871","31.17423","1.01659","24.07518","3.711857","45.4702","63.0129","0.1923058","7.108172","-5.795956","101.6847","17.98744","0","92","754.8497"
"2023-06-15 05:02:20","31844.65","36792.51","23.45428","31.40245","1.016463","23.91513","3.651001","44.65345","61.88336","0.1829992","7.103683","-5.536079","101.0696","17.95916","0","92","754.8497"
"2023-06-15 05:12:20","31712.85","36673.71","23.36915","31.53296","1.016408","23.83791","3.614794","44.15246","61.19237","0.04524842","7.089372","-4.708767","103.8305","17.91779","0","92","754.8497"
"2023-06-15 05:22:20","31566.04","36517.92","23.25897","31.67962","1.016328","23.73665","3.511618","42.84936","59.3877","0.04281218","7.086363","-4.534721","99.75354","17.90045","0","92","754.8497"
"2023-06-15 05:32:20","31661.2","36650.99","23.35146","31.5844","1.016405","23.82314","3.504924","42.76783","59.2769","0.04381574","7.084512","-4.427433","99.28862","17.87207","0","92","754.8497"
"2023-06-15 05:42:20","31375.2","36378.07","23.15694","31.87231","1.016273","23.64575","3.175424","38.6474","53.57096","0.03824808","7.069417","-3.554821","101.4368","17.79977","0","92","754.8497"
"2023-06-15 05:52:20","30394.68","35296.99","22.39656","32.9005","1.015709","22.94304","3.140075","37.98998","52.66458","0.4229544","7.056626","-2.815723","91.32782","17.7284","0","92","754.8497"
"2023-06-15 06:02:20","31063.89","36239.58","23.04921","32.19172","1.016253","23.55573","3.109649","37.61783","52.16252","0.04346008","7.099858","-5.307198","90.23349","17.52258","0","92","754.8497"
"2023-06-15 06:12:20","36574.63","43141.41","27.92806","27.34136","1.020089","28.04191","6.854124","84.57355","117.3463","0.0500274","7.72096","-41.06045","79.74545","17.03061","0","92","754.8497"
"2023-06-15 06:22:20","37571.11","44232.74","28.71815","26.6162","1.020675","28.75128","7.402965","91.9343","127.5459","0.1955753","7.840634","-47.96505","81.14973","17.11497","0","92","754.8497"
"2023-06-15 06:32:20","37977.56","44602.92","28.99118","26.33134","1.020859","28.9919","7.644762","95.29379","132.1888","0.2175636","7.889773","-50.81415","95.14729","17.22298","0","92","754.8497"
"2023-06-15 06:42:20","38105.89","44737","29.08896","26.24266","1.02093","29.07905","7.713628","96.23991","133.4985","0.2516597","7.911198","-52.05154","105.4351","17.23957","0","92","754.8497"
"2023-06-15 06:52:20","38150.25","44754.52","29.10349","26.21214","1.020933","29.09044","7.743466","96.68547","134.1107","0.1061145","7.919531","-52.53792","113.9704","17.274","0","92","754.8497"
"2023-06-15 07:02:20","38170.04","44740.59","29.0954","26.19856","1.020918","29.08138","7.757192","96.92162","134.4319","0.2039092","7.920573","-52.60468","114.3805","17.31105","0","92","754.8497"
"2023-06-15 07:12:20","38187.14","44729.61","29.08912","26.18683","1.020906","29.07425","7.768976","97.12357","134.7068","0.1012465","7.922047","-52.69527","111.3931","17.34204","0","92","754.8497"
"2023-06-15 07:22:20","38201.1","44715.89","29.0808","26.17726","1.020893","29.06533","7.769406","97.1806","134.7807","0.1142771","7.920794","-52.62852","110.4395","17.3721","0","92","754.8497"
"2023-06-15 07:32:20","38247.46","44733.94","29.09577","26.14553","1.020896","29.07706","7.764265","97.19321","134.792","0.1559488","7.922087","-52.70958","116.3713","17.40831","0","92","754.8497"
"2023-06-15 07:42:20","38284.7","44743.33","29.10437","26.1201","1.020895","29.08317","7.754479","97.13999","134.7123","0.1170784","7.92322","-52.78111","117.9735","17.44249","0","92","754.8497"
"2023-06-15 07:52:20","38327.24","44767.34","29.12309","26.0911","1.020903","29.09877","7.746822","97.10344","134.6572","0.2493196","7.922725","-52.75726","120.844","17.46821","0","92","754.8497"
"2023-06-15 08:02:20","38337.26","44757.36","29.11702","26.08428","1.020894","29.09229","7.749723","97.17699","134.7554","0.1684245","7.923483","-52.80495","122.8158","17.48993","0","92","754.8497"
